memo,sim1,sim2,sim3,sim4,sim5,sim6,simp,vendor,ext1,accuracy,ext2,accuracy,ext3,accuracy,ext4,accuracy,failed,output,accuracy
266898714 04109315410 MD 266898714 04109315410 MD Ref55446419J2D Crd0653 Dt11/02,266898714 04109315410 MD 266898714 04109315410 MD 55446419J2D 0653 Dt11/02,,266898714 04109315410 MD 266898714 04109315410 MD J2D,266898714 04109315410 MD 266898714 04109315410 MD Ref55446419J2D Crd0653 Dt11/02,,,266898714 04109315410 MD 266898714 04109315410 MD 55446419J2D 0653 Dt11/02,Ikea,,0.0,266898714 04109315410 MD ,0.0,,0.0,,0.0,extracted,266898714 04109315410 MD ,0.0
4010 BOSE CORP WEB S8009992673 WH03801139 800-999-2673,4010 BOSE CORP WEB S8009992673 WH03801139 800-999-2673,4010 BOSE CORP WEB,,4010 BOSE CORP WEB S8009992673 WH03801139 800-999-2673,,,4010 BOSE CORP WEB S8009992673 WH03801139 800-999-2673,Bose,,0.0,,0.0,,0.0,,0.0,extracted,4010 BOSE CORP WEB S8009992673 WH03801139 800-999-2673,0.13793103448275862
41453182 SHOPIFY.COMELK GROVE V OPSNT_BN0QT 8887467439,41453182 SHOPIFY.COMELK GROVE V OPSNT_BN0QT 8887467439,SHOPIFY.COMELK GROVE V OPS,,41453182 SHOPIFY.COMELK GROVE V OPSNT_BN0QT 8887467439,,41453182 SHOPIFY.COMELK GROVE V OPSNT_BN0QT 8887467439,41453182 SHOPIFY.COMELK GROVE V OPSNT_BN0QT 8887467439,Shopify,,0.0,,0.0,,0.0,,0.0,,41453182 SHOPIFY.COMELK GROVE V OPSNT_BN0QT 8887467439,0.22950819672131148
ABACUS LABS INC-EXPENSE ACH Debit,ABACUS LABS INC-EXPENSE ACH ,ABACUS LABS INC-EXPENSE ACH Debit,,ABACUS LABS INC-EXPENSE ACH Debit,,,ABACUS LABS INC-EXPENSE ACH ,Abacus Labs,,0.0,,0.0,,0.0,,0.0,,ABACUS LABS INC-EXPENSE ACH ,0.5641025641025641
ABACUS LABS INC-EXPENSE ACH Debit,ABACUS LABS INC-EXPENSE ACH ,ABACUS LABS INC-EXPENSE ACH Debit,,ABACUS LABS INC-EXPENSE ACH Debit,,,ABACUS LABS INC-EXPENSE ACH ,Abacus Transfer,,0.0,,0.0,,0.0,,0.0,,ABACUS LABS INC-EXPENSE ACH ,0.5116279069767442
ABC LOCKSMITH CO GOSSan Francis JGRCQ2 squareup.com/receipts,ABC LOCKSMITH CO GOSSan Francis JGRCQ2 squareup.com/receipts,ABC LOCKSMITH CO GOSSan Francis squareup.com/receipts,,ABC LOCKSMITH CO GOSSan Francis JGRCQ2 squareup.com/receipts,,ABC LOCKSMITH CO GOSSan Francis JGRCQ2 squareup.com/receipts,ABC LOCKSMITH CO GOSSan Francis JGRCQ2 squareup.com/receipts,ABC Locksmith,,0.0,,0.0,,0.0,ABC LOCKSMITH,1.0,,ABC LOCKSMITH,1.0
AIR INDIA LIMITED AIR INDIA LIMITED 309 II Ref7510517A200 Crd7367 Dt11/17,AIR INDIA LIMITED AIR INDIA LIMITED 309 II 7510517A200 7367 Dt11/17,,AIR INDIA LIMITED AIR INDIA LIMITED 309 II A200,AIR INDIA LIMITED AIR INDIA LIMITED 309 II Ref7510517A200 Crd7367 Dt11/17,,,AIR INDIA LIMITED AIR INDIA LIMITED 309 II 7510517A200 7367 Dt11/17,Air India,,0.0,AIR INDIA LIMITED ,0.6666666666666666,,0.0,AIR INDIA,1.0,extracted,AIR INDIA,1.0
Air Solutions LLC 03FREMONT CA 73011007314 HEATING/PLUMBING/AC,Air Solutions LLC 03FREMONT73011007314 HEATING/PLUMBING/AC,Air Solutions,,Air Solutions LLC 03FREMONT CA 73011007314 HEATING/PLUMBING/AC,,,Air Solutions LLC 03FREMONT73011007314 HEATING/PLUMBING/AC,Air Solutions LLC,,0.0,,0.0,,0.0,Air Solutions,0.8666666666666667,extracted,Air Solutions,0.8666666666666667
ALOFT HOTELS N ORLEANS,ALOFT HOTELS N ORLEANS,ALOFT HOTELS N ORLEANS,,ALOFT HOTELS N ORLEANS,,,ALOFT HOTELS N ORLEANS,Aloft Hotels,,0.0,,0.0,,0.0,,0.0,extracted,ALOFT HOTELS N ORLEANS,0.7058823529411765
ALTERNATIVE APPAREL SAN FRANCIS 4154005011,ALTERNATIVE APPAREL4154005011,ALTERNATIVE APPAREL SAN FRANCIS,,ALTERNATIVE APPAREL SAN FRANCIS 4154005011,,,ALTERNATIVE APPAREL4154005011,Alternative Apparel,,0.0,,0.0,ALTERNATIVE,0.7333333333333333,,0.0,,ALTERNATIVE,0.7333333333333333
"AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCISCO CA Ref25536069L2Z Crd6153 Dt11/03","AMERICAN GIANT, IN AMERICAN GIANT, INCA 25536069L2Z 6153 Dt11/03","AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCIS","AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCISCO CA L2Z","AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCISCO CA Ref25536069L2Z Crd6153 Dt11/03",,AMERICAN GIANT IN AMERICAN GIANT IN SAN FRANCISCO CA Ref25536069L2Z Crd6153 Dt11/03,"AMERICAN GIANT, IN AMERICAN GIANT, INCA 25536069L2Z 6153 Dt11/03",American Giant,,0.0,"AMERICAN GIANT, ",0.9333333333333333,,0.0,"AMERICAN GIANT, IN AMERICAN GIANT,",0.5833333333333334,extracted,"AMERICAN GIANT, IN AMERICAN GIANT,",0.5833333333333334
"AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCISCO CA Ref2553606A22Z Crd6153 Dt11/17","AMERICAN GIANT, IN AMERICAN GIANT, INCA 2553606A22Z 6153 Dt11/17","AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCIS","AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCISCO CA A22Z","AMERICAN GIANT, IN AMERICAN GIANT, IN SAN FRANCISCO CA Ref2553606A22Z Crd6153 Dt11/17",,AMERICAN GIANT IN AMERICAN GIANT IN SAN FRANCISCO CA Ref2553606A22Z Crd6153 Dt11/17,"AMERICAN GIANT, IN AMERICAN GIANT, INCA 2553606A22Z 6153 Dt11/17",American Giant,,0.0,"AMERICAN GIANT, ",0.9333333333333333,,0.0,"AMERICAN GIANT, IN AMERICAN GIANT,",0.5833333333333334,extracted,"AMERICAN GIANT, IN AMERICAN GIANT,",0.5833333333333334
"AMIRHOSSEIN DAVOODY SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173240249200; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=0389455202; BNF NAME:=AMIRHOSSEIN DAVOODY; BNF ADDRESS:=812 EAGLE HEIGHT","AMIRHOSSEIN DAVOODY SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173240249200; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; BNF ID:=0389455202; BNF NAME:=AMIRHOSSEIN DAVOODY; BNF ADDRESS:=812 EAGLE HEIGHT",AMIRHOSSEIN DAVOODY SENDER BNK:=SIL VLY BK SCLA; S S SS:=1611 SHIRLEY AVELOS ALTOS SSEIN DAVOODY; BNF ADDRESS:=812 EAGLE HEIGHT,"AMIRHOSSEIN DAVOODY SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173240249200; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=0389455202; BNF NAME:=AMIRHOSSEIN DAVOODY; BNF ADDRESS:=812 EAGLE HEIGHT","AMIRHOSSEIN DAVOODY SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173240249200; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=0389455202; BNF NAME:=AMIRHOSSEIN DAVOODY; BNF ADDRESS:=812 EAGLE HEIGHT",,AMIRHOSSEIN DAVOODY SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173240249200; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS CA 94024; BNF ID:=0389455202; BNF NAME:=AMIRHOSSEIN DAVOODY; BNF ADDRESS:=812 EAGLE HEIGHT,"AMIRHOSSEIN DAVOODY SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173240249200; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; BNF ID:=0389455202; BNF NAME:=AMIRHOSSEIN DAVOODY; BNF ADDRESS:=812 EAGLE HEIGHT",Amirhossein Davoody,,0.0,SENDER SENDER ORG BNF BNF ,0.26666666666666666,,0.0,,0.0,extracted,SENDER SENDER ORG BNF BNF ,0.26666666666666666
"ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO, CA 94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P","ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO,94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P","ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; S S S GROUP, INC.; ORG ADDRESS:=3345 STUNIT FRANCIS SEN TAX LLC; BNF ADDRESS","ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO, CA 94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P","ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO, CA 94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P",,ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO CA 94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P,"ANDERSEN TAX LLC SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173350409100; ORG ID:=3302113753; ORG:=THREADS GROUP, INC.; ORG ADDRESS:=3345 17TH STUNIT 1SAN FRANCISCO,94110; BNF ID:=80000816471; BNF NAME:=ANDERSEN TAX LLC; BNF ADDRESS:=BOX 200988 P",Anderson Tax,,0.0,SENDER SENDER ORG BNF TAX BNF ,0.5238095238095238,,0.0,ANDERSEN TAX,0.9166666666666666,extracted,ANDERSEN TAX,0.9166666666666666
"ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR","ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR",ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; S S SS:=1611 SHIRLEY AVELOS ALTOS SS:=10 WAVERLY PLACE HILLSBOR,"ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR","ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR",,ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS CA 94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR,"ANDREA LIM SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173310206000; ORG ID:=3302154126; ORG:=DEEPLEARNING.AI LLC; ORG ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; BNF ID:=6531651476; BNF NAME:=ANDREA LIM; BNF ADDRESS:=10 WAVERLY PLACE HILLSBOR",Andrea Lim,,0.0,SENDER SENDER ORG BNF BNF ,0.2777777777777778,,0.0,,0.0,extracted,SENDER SENDER ORG BNF BNF ,0.2777777777777778
"ANDREW Y NG SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ANDREW Y NG; ORG ADDRESS:=1611 SHIRLEY AVE LOS ALTOS CA 940245326 US ; BNF ID:=3302154126; BNF NAME:=DEEPLEARNING.AI LLC; BNF ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; REC FI:=SIL VLY BK SCLA; REC","ANDREW Y NG SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ANDREW Y NG; ORG ADDRESS:=1611 SHIRLEY AVE LOS ALTOS940245326 US ; BNF ID:=3302154126; BNF NAME:=DEEPLEARNING.AI LLC; BNF ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; REC FI:=SIL VLY BK SCLA; REC",ANDREW Y NG SENDER BNK:=WELLS FARGO NA; S SS:=1611 SHIRLEY AVE LOS ALTOS S SS:=1611 SHIRLEY AVELOS ALTOS SIL VLY BK SCLA; REC,,"ANDREW Y NG SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ANDREW Y NG; ORG ADDRESS:=1611 SHIRLEY AVE LOS ALTOS CA 940245326 US ; BNF ID:=3302154126; BNF NAME:=DEEPLEARNING.AI LLC; BNF ADDRESS:=1611 SHIRLEY AVELOS ALTOS, CA 94024; REC FI:=SIL VLY BK SCLA; REC",,ANDREW Y NG SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ANDREW Y NG; ORG ADDRESS:=1611 SHIRLEY AVE LOS ALTOS CA 940245326 US ; BNF ID:=3302154126; BNF NAME:=DEEPLEARNING.AI LLC; BNF ADDRESS:=1611 SHIRLEY AVELOS ALTOS CA 94024; REC FI:=SIL VLY BK SCLA; REC,"ANDREW Y NG SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ANDREW Y NG; ORG ADDRESS:=1611 SHIRLEY AVE LOS ALTOS940245326 US ; BNF ID:=3302154126; BNF NAME:=DEEPLEARNING.AI LLC; BNF ADDRESS:=1611 SHIRLEY AVELOS ALTOS,94024; REC FI:=SIL VLY BK SCLA; REC",Andrew Y Ng,,0.0,SENDER Y BNF BNF ADDRESS:=1611 SHIRLEY REC ,0.25925925925925924,,0.0,,0.0,extracted,SENDER Y BNF BNF ADDRESS:=1611 SHIRLEY REC ,0.25925925925925924
ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA Ref05436849S2X Crd0653 Dt11/09,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA 05436849S2X 0653 Dt11/09,S2X  09,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA S2X,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA Ref05436849S2X Crd0653 Dt11/09,,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA Ref05436849S2X Crd0653 Dt11/09,ANTHROPOLOGIE.COM 706-447-6582 P ANTHROPOLOGIE.COM 706-447-6582 PA 05436849S2X 0653 Dt11/09,Anthropologie,,0.0,ANTHROPOLOGIE.COM 706-447-6582 ,0.5909090909090909,,0.0,,0.0,extracted,ANTHROPOLOGIE.COM 706-447-6582 ,0.5909090909090909
ARLO NOMAD NEW ARLO NOMAD NEW YORK NY Ref85345519NS6 Crd3846 Dt11/02,ARLO NOMAD NEW ARLO NOMADNY 85345519NS6 3846 Dt11/02,S6  02,ARLO NOMAD NEW ARLO NOMAD NEW YORK NY NS6,ARLO NOMAD NEW ARLO NOMAD NEW YORK NY Ref85345519NS6 Crd3846 Dt11/02,,,ARLO NOMAD NEW ARLO NOMADNY 85345519NS6 3846 Dt11/02,Arlo Nomad Hotel,,0.0,ARLO ,0.47619047619047616,,0.0,,0.0,extracted,ARLO ,0.47619047619047616
"ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ARRAM ANDREW SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCISCO CA 94103 ; ORG FI:=CHARLES SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US 53202 ; ORG FI ID:=","ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ARRAM ANDREW SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCISCO94103 ; ORG FI:=CHARLES SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US 53202 ; ORG FI ID:=","ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; S SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCIS S SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US",,"ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ARRAM ANDREW SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCISCO CA 94103 ; ORG FI:=CHARLES SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US 53202 ; ORG FI ID:=",,ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50000.00 - USD; SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ARRAM ANDREW SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCISCO CA 94103 ; ORG FI:=CHARLES SCHWAB AND CO. INC.; ORG FI ADDRESS:=SAN FRANCISCOUS 53202 ; ORG FI ID:=,"ARRAM ANDREW SABETI 283 DOLORES INSTRUCTED AMOUNT:=50,000.00 - USD; SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=ARRAM ANDREW SABETI 283 DOLORES ST; ORG ADDRESS:=SAN FRANCISCO94103 ; ORG FI:=CHARLES SCHWAB AND CO., INC.; ORG FI ADDRESS:=SAN FRANCISCO,US 53202 ; ORG FI ID:=",Arram Andrew Sabeti,,0.0,SENDER ANDREW SABETI 283 DOLORES ORG ORG ADDRESS:=SAN ; ORG FI ,0.36585365853658536,,0.0,,0.0,extracted,SENDER ANDREW SABETI 283 DOLORES ORG ORG ADDRESS:=SAN ; ORG FI ,0.36585365853658536
AT&T RECURR BILL PAYDALLAS TX 44043780 800-331-0500,AT&T RECURR BILL PAYDALLAS TX 44043780 800-331-0500,AT&T RECURR BILL PAYDALLAS,,AT&T RECURR BILL PAYDALLAS TX 44043780 800-331-0500,,,AT&T RECURR BILL PAYDALLAS TX 44043780 800-331-0500,AT&T,,0.0,,0.0,,0.0,,0.0,extracted,AT&T RECURR BILL PAYDALLAS TX 44043780 800-331-0500,0.14545454545454545
ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,ATM CHECK DEPOSIT 3681 N B LACKSTONE AVE FRESNO CA,ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,,,ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,"Bitwise Industries, Inc.",,0.0,,0.0,,0.0,,0.0,,ATM CHECK DEPOSIT 11/14 3681 N B LACKSTONE AVE FRESNO CA,0.25
ATM WITHDRAWAL 009477  11/143681 N BL,ATM WITHDRAWAL 009477 11/143681 N BL,,ATM WITHDRAWAL 009477 N BL,ATM WITHDRAWAL 009477  11/143681 N BL,,,ATM WITHDRAWAL 009477 11/143681 N BL,ATM Withdrawal,,0.0,,0.0,,0.0,,0.0,,ATM WITHDRAWAL 009477 11/143681 N BL,0.56
B0912F061A3589 EDI PYMNTS B0912F061A3589 EDI PYMNTS Nuo Yan,B0912F061A3589 EDI PYMNTS B0912F061A3589 EDI PYMNTS Nuo Yan,EDI PYMNTS EDI PYMNTS Nuo Yan,,B0912F061A3589 EDI PYMNTS B0912F061A3589 EDI PYMNTS Nuo Yan,,,B0912F061A3589 EDI PYMNTS B0912F061A3589 EDI PYMNTS Nuo Yan,Nuo Yan,,0.0,B0912F061A3589 EDI PYMNTS ,0.12121212121212122,,0.0,,0.0,,B0912F061A3589 EDI PYMNTS ,0.12121212121212122
"BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; SENDER ID:=321081669; ORG:=BACKSTAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WEST HOLLYWOOD,CA 90069- ; BNF ID:=3302143175; BNF NAME:=DARK, INC.; BNF ADDRESS:=1358 STEVENSON STSAN FRANCISCO, CA 94103; REC FI:=SIL","BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; SENDER ID:=321081669; ORG:=BACKSTAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WEST HOLLYWOOD,CA 90069- ; BNF ID:=3302143175; BNF NAME:=DARK, INC.; BNF ADDRESS:=1358 STEVENSON STSAN FRANCISCO,94103; REC FI:=SIL","BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; S STAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WES SS:=1358 STEVENSON STSAN FRANCIS SIL",,"BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; SENDER ID:=321081669; ORG:=BACKSTAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WEST HOLLYWOOD,CA 90069- ; BNF ID:=3302143175; BNF NAME:=DARK, INC.; BNF ADDRESS:=1358 STEVENSON STSAN FRANCISCO, CA 94103; REC FI:=SIL",,BACKSTAGE CAPITAL FUND II LLC SENDER BNK:=FST REP BK SF; SENDER ID:=321081669; ORG:=BACKSTAGE CAPITAL FUND II LLC; ORG ADDRESS:=1121 N SWEETZER AVE WEST HOLLYWOODCA 90069- ; BNF ID:=3302143175; BNF NAME:=DARK INC.; BNF ADDRESS:=1358 STEVENSON STSAN FRANCISCO CA 94103; REC FI:=SIL,"BACKSTAGE CAPITAL FUND II, LLC SENDER BNK:=FST REP BK SF; SENDER ID:=321081669; ORG:=BACKSTAGE CAPITAL FUND II, LLC; ORG ADDRESS:=1121 N SWEETZER AVE WEST HOLLYWOOD,CA 90069- ; BNF ID:=3302143175; BNF NAME:=DARK, INC.; BNF ADDRESS:=1358 STEVENSON STSAN FRANCISCO,94103; REC FI:=SIL",Backstage Capital,,0.0,"SENDER CAPITAL FUND II, BNF BNF ",0.40816326530612246,,0.0,"BACKSTAGE CAPITAL FUND II,",0.7906976744186046,extracted,"BACKSTAGE CAPITAL FUND II,",0.7906976744186046
Bank of America DES:CASHREWARD I,Bank of America DES:CASHREWARD I,Bank of America DES:CASHREWARD I,,Bank of America DES:CASHREWARD I,,,Bank of America DES:CASHREWARD I,Bank of America rewards,,0.0,,0.0,,0.0,,0.0,extracted,Bank of America DES:CASHREWARD I,0.8
BANK OF THE BANK OF THE WEST HCCLAIMPMT EG30797753 DAVID KAGAN MED CORP,BANK OF THE BANK OF THE WEST HCCLAIMPMT EG30797753 DAVID KAGAN MED CORP,BANK OF THE BANK OF THE WES,,BANK OF THE BANK OF THE WEST HCCLAIMPMT EG30797753 DAVID KAGAN MED CORP,,,BANK OF THE BANK OF THE WEST HCCLAIMPMT EG30797753 DAVID KAGAN MED CORP,Bank of the West,,0.0,BANK OF THE ,0.8571428571428571,,0.0,,0.0,,BANK OF THE ,0.8571428571428571
BEAUDEVIN CHICAGO IL 505164 4004 60666,BEAUDEVIN CHICAGO IL 505164 4004 60666,,,BEAUDEVIN CHICAGO IL 505164 4004 60666,,,BEAUDEVIN CHICAGO IL 505164 4004 60666,Beaudevin,,0.0,,0.0,,0.0,,0.0,extracted,BEAUDEVIN CHICAGO IL 505164 4004 60666,0.3829787234042553
BED BATH & BED BATH & BEYOND #651 08004623966 NJ Ref55548079X8A Crd0653 Dt11/12,BED BATH & BED BATH & BEYOND #651 08004623966 NJ 55548079X8A 0653 Dt11/12,,BED BATH & BED BATH & BEYOND #651 08004623966 NJ X8A,BED BATH & BED BATH & BEYOND #651 08004623966 NJ Ref55548079X8A Crd0653 Dt11/12,,,BED BATH & BED BATH & BEYOND #651 08004623966 NJ 55548079X8A 0653 Dt11/12,Bed Bath & Beyond,,0.0,BED BATH & ,0.7857142857142857,,0.0,,0.0,,BED BATH & ,0.7857142857142857
